time,close,count,high,low,open,volume,vwap,return,log return,mvavg_50,mvavg_100,mvavg_200,mvavg_3h,mvavg_6h,mvavg_12h,mvavg_2d
2017-01-01 02:30:00,965.11,34.0,966.0,965.1,966.0,58.33933993,965.5218270044628,-0.0009213250517597915,-0.0009217497325513633,6.239252715341466e-05,4.986299749007367e-05,2.688200123875352e-05,-0.00016044889226495137,0.00018735957989696316,0.00024318243967883185,1.020961469466363e-05
2017-01-01 02:45:00,965.0,13.0,965.1,965.0,965.1,9.0221,965.0558231985901,-0.00011397664514922745,-0.00011398314098063393,6.22523185035622e-05,4.978495019091191e-05,2.689505679443135e-05,-0.00013633056464931663,0.00020560142137386164,0.00024102619141299722,6.804961719605991e-06
2017-01-01 03:00:00,965.0,5.0,965.01,965.0,965.01,7.27929,965.0000149602502,0.0,0.0,6.21591956263773e-05,4.984415657620779e-05,2.6787525910243847e-05,-2.5906333065038602e-06,0.00012670367699019717,0.0001277657626058473,1.1725191647208952e-05
2017-01-01 03:15:00,963.36,55.0,965.01,963.16,965.0,37.3704495,964.755443057373,-0.001699481865285013,-0.001700927622848263,6.17873797985599e-05,4.966871848930476e-05,2.667276453376938e-05,-0.0002685903846707465,3.764571744005418e-05,7.278935946366433e-05,3.3464921218597685e-05
2017-01-01 03:30:00,963.9,25.0,964.02,963.37,963.37,11.741945699999999,963.8557047388828,0.0005605381165918466,0.0005603810737846829,6.190994432855217e-05,4.9727091517824e-05,2.6690223310472914e-05,-0.00018221927799074225,3.9355302571074165e-05,0.00015380666964906549,2.4372217301844504e-05
2017-01-01 03:45:00,964.49,3.0,964.49,963.75,963.75,0.30810179,964.2716491731514,0.0006120966905280856,0.0006119094357569287,6.19443493883805e-05,4.978734836555513e-05,2.66634944846011e-05,-0.0002165859356346472,6.528421146687048e-05,0.00018114829961330344,5.270060820587043e-05
2017-01-01 04:00:00,963.68,31.0,963.84,962.79,963.84,25.13487994,963.5213353409312,-0.0008398220821367319,-0.000840174930268488,6.232547837962325e-05,4.9698088328095066e-05,2.6648575926510085e-05,-0.0003038341670977335,2.984424029975477e-05,0.00010185561847487123,9.473478314446565e-05
2017-01-01 04:15:00,963.08,27.0,963.9,962.9,963.28,5.19194492,963.328711868134,-0.0006226133156232994,-0.0006228072197827468,6.21724021722843e-05,4.9634954391591466e-05,2.6547667795624857e-05,-0.0003385011148055727,-4.758765218043817e-06,7.346180060888642e-05,8.978508634482233e-05
2017-01-01 04:30:00,961.33,61.0,962.9,961.26,962.9,32.02762169,962.1752392801855,-0.0018170868463679435,-0.0018187397512895852,6.167399992299018e-05,4.9448986052659044e-05,2.6486264726233844e-05,-0.0003693272882486544,-0.00011340348838077446,1.322372858147614e-05,5.183493376878257e-05
2017-01-01 04:45:00,962.6,12.0,962.99,962.13,962.9,18.21571267,962.7265771298474,0.001321086411534056,0.0013202145446705206,6.194904461979653e-05,4.958650840106222e-05,2.6109187942967657e-05,-0.00025067874996338756,-0.00012620247669302585,1.298971256880569e-05,6.648713646615197e-05
2017-01-01 05:00:00,962.96,23.0,963.0,962.11,962.98,24.30235519,962.8950475280661,0.0003739871182215637,0.00037391720247044956,6.202985781026772e-05,4.9625458109652894e-05,2.6996933607340654e-05,-0.00022728661691986385,-9.335716116673134e-05,2.0779654286940056e-05,3.4785482510857095e-05
2017-01-01 05:15:00,962.98,6.0,963.0,962.95,962.97,5.16459509,962.9679853986385,2.076929467476063e-05,2.0769078995946314e-05,6.203418470172521e-05,4.962762155538164e-05,2.703981138515611e-05,-0.00026093258850360334,-8.990135089396154e-05,3.637725163969061e-05,6.96937646851314e-05
2017-01-01 05:30:00,964.03,23.0,964.92,962.56,962.9,58.73386358,963.469213039288,0.001090365324305731,0.0010897713077929667,6.22583066175589e-05,4.97411393999434e-05,2.7195742892551586e-05,-9.330583514157585e-05,-0.00012687736370315948,-2.052002661130307e-05,7.915320895967006e-05
2017-01-01 05:45:00,964.88,10.0,965.2,963.33,963.7,2.84123869,964.0720874537998,0.0008817152993163546,0.0008813268167190926,6.278894183137585e-05,4.991135876051041e-05,2.714338172830007e-05,-1.0363338666598634e-05,-7.33469516578535e-05,1.9433374632584333e-06,8.259164596914556e-05
2017-01-01 06:00:00,963.71,12.0,964.95,962.72,963.9,21.06854573,963.1752800971751,-0.0012125860210595585,-0.0012133217983444355,6.245154394200015e-05,4.9795430799063144e-05,2.705928529985113e-05,-0.00011147348852863493,-5.703206091746526e-05,1.9897916557158918e-05,7.660132327693302e-05
2017-01-01 06:15:00,962.83,2.0,962.83,962.83,962.83,6.0,962.83,-0.0009131377696609544,-0.0009135549339257766,6.226121999743229e-05,4.9698525466193626e-05,2.7072617841635757e-05,-4.585909778509438e-05,-0.00015722474122781632,2.38027230574627e-06,9.239588189368628e-05
2017-01-01 06:30:00,964.94,45.0,967.24,963.36,963.49,38.9647903,965.2314150447078,0.0021914564357154998,0.002189058697447672,6.276979416583738e-05,4.992829577443001e-05,2.7144802423198853e-05,8.986403752015471e-05,-4.6177620235189626e-05,2.0736994433456895e-05,9.719395316721072e-05
2017-01-01 06:45:00,967.45,34.0,967.45,964.5,964.95,39.63114388,965.5646245071163,0.002601198001948246,0.0025978207417727637,6.306019602971562e-05,5.0296576890900326e-05,2.7316476631141436e-05,0.0002553566463548076,1.9385355360184348e-05,7.420991627526406e-05,0.00010220740974890818
2017-01-01 07:00:00,967.41,13.0,967.41,966.48,966.48,6.97281381,966.6723512978476,-4.1345805984915884e-05,-4.134666074631277e-05,6.292628988682278e-05,5.032368487568467e-05,2.72234431268632e-05,0.0003219256688149889,9.04575085873183e-06,7.3564639805125e-05,9.45306586781875e-05
2017-01-01 07:15:00,966.67,5.0,967.01,966.6,967.0,14.306694,966.9767467173058,-0.0007649290373265005,-0.0007652217448190656,6.263291848223254e-05,5.015498990797775e-05,2.7120972935410942e-05,0.000310057791728629,-1.4221661538367697e-05,8.790038973674062e-05,8.36966352716329e-05
2017-01-01 07:30:00,966.21,6.0,966.56,966.21,966.56,3.46288316,966.5513023748967,-0.000475860428067465,-0.00047597368557223356,6.272888733266968e-05,5.0162978756406826e-05,2.710888102440596e-05,0.0004219549638717416,2.631383781164774e-05,7.192517602333218e-05,9.047891324870199e-05
2017-01-01 07:45:00,965.81,10.0,966.3,965.8,966.3,2.74661971,966.0471323257191,-0.0004139886774097157,-0.00041407439438028056,6.254649017021057e-05,5.014427902155184e-05,2.702838402560118e-05,0.00027743088561750815,1.3376067827164462e-05,0.00012570506321954406,9.831444322901486e-05
2017-01-01 08:00:00,964.98,59.0,965.81,962.6,965.81,131.39436422,964.1733931511088,-0.0008593822801585826,-0.0008597517608088905,6.250138911549435e-05,5.002156384396751e-05,2.694646792825971e-05,0.00017462513867756314,-2.633073912104617e-05,0.00014124054152976121,0.00010886085648257385
2017-01-01 08:15:00,965.7,12.0,965.7,964.97,964.97,12.84946853,965.1047412672331,0.0007461294534603091,0.0007458512372612477,6.240629710468834e-05,5.009925668118222e-05,2.6885808156625873e-05,0.00023504865186633824,-1.2941968318528373e-05,0.00011205046859914123,0.00011605335686757349
2017-01-01 08:30:00,965.85,20.0,965.86,965.47,965.7,4.82752575,965.7377413819494,0.0001553277415347054,0.0001553156794300971,6.270953320146905e-05,5.0113690547888456e-05,2.7021480730367163e-05,0.00015717734950276578,3.193575718069914e-05,0.00010964766853879645,0.00011201148552582786
2017-01-01 08:45:00,965.46,10.0,965.85,965.46,965.85,0.54633799,965.6538907096684,-0.0004037894082932203,-0.00040387095318839396,6.235742555739057e-05,5.008732535832049e-05,2.6990481236908078e-05,5.007753534380856e-05,1.985709833870914e-05,0.00011272925985625066,0.00011095494199565052
2017-01-01 09:00:00,965.81,7.0,965.81,965.4,965.41,2.15612972,965.4047232977239,0.00036252149234550224,0.000362455797306059,6.228744690863329e-05,5.0111121319051785e-05,2.7015699998425104e-05,0.0001813923349813498,3.4959423226461596e-05,8.083155010829466e-05,0.00011416549793399742
2017-01-01 09:15:00,965.99,9.0,965.99,965.37,965.81,4.75427057,965.8501986081745,0.0001863720607573338,0.00018635469564236634,6.233790628713255e-05,5.015147374536816e-05,2.6971985771089827e-05,0.000273051470778695,0.0001135961864969045,7.562095196844461e-05,0.00011497073126811143
2017-01-01 09:30:00,966.29,11.0,966.57,966.0,966.0,9.89232373,966.1884135338839,0.0003105622211410086,0.0003105140066765444,6.255391715733017e-05,5.016811320061667e-05,2.6811988876933204e-05,0.00011650607988110107,0.00010318505870073206,7.127018063586838e-05,0.00014954383747707565
2017-01-01 09:45:00,965.98,14.0,966.49,965.89,966.49,15.48577858,966.0713506359263,-0.00032081466226485666,-0.0003208661342975683,6.239975637211751e-05,5.013468964496068e-05,2.6849419659162997e-05,-0.00012671782645809327,6.431940994846136e-05,6.480181070763119e-05,0.0001642065290981489
2017-01-01 10:00:00,969.75,164.0,971.69,965.99,965.99,303.35896442,969.4035158775063,0.0039027723141265014,0.003895176255635277,6.307162561730012e-05,5.0540437171589355e-05,2.6912540083367432e-05,0.00020132574990703924,0.0002616257093611182,0.00014573497483040177,0.00021468496209732467
2017-01-01 10:15:00,972.1,148.0,973.79,969.25,971.32,216.81935681,971.7688533008617,0.002423304975509133,0.002420373506946729,6.369803756158825e-05,5.0792559411896306e-05,2.711339022127078e-05,0.0004667920208875221,0.00038842490630817977,0.00019183307054503323,0.00017488960709879722
2017-01-01 10:30:00,973.62,157.0,976.0,969.35,972.03,244.12454478,973.7720070305634,0.0015636251414463676,0.001562403952477001,6.430304760882419e-05,5.095530982361266e-05,2.723987094075894e-05,0.0006366568240582917,0.0005293058939651209,0.00020795120279213842,0.0001927880414651995
2017-01-01 10:45:00,977.01,164.0,978.02,973.81,975.31,297.53191216,975.9671372105659,0.0034818512355949682,0.003475803625435217,6.505339659024395e-05,5.131562776367504e-05,2.757998526100431e-05,0.0009608133257095831,0.0006191221056636499,0.0002464598144852772,0.00020041001995213558
2017-01-01 11:00:00,975.62,118.0,978.02,975.05,977.71,138.93982048,976.8165698722082,-0.001422708058259392,-0.001423721068294603,6.496085921202962e-05,5.11690684233148e-05,2.757739794963492e-05,0.0009138158834191071,0.0005442205110484393,0.0002254316749408192,0.0001851892382617857
2017-01-01 11:15:00,977.96,133.0,978.0,975.62,975.62,179.87252692,977.2303968358726,0.0023984748160144065,0.002395603066255908,6.520342885458535e-05,5.1420355376200885e-05,2.7779279051826222e-05,0.0010512952025019955,0.0006431719271842711,0.00027663528814511997,0.000200432930993262
2017-01-01 11:30:00,977.14,206.0,978.89,976.05,977.98,263.24461549,977.8730479049316,-0.0008384801014357235,-0.0008388318224971266,6.504906521531951e-05,5.1350428337435556e-05,2.7648509167720238e-05,0.0009684495773413936,0.0005628134634221839,0.00021796804985947738,0.00020038283758966338
2017-01-01 11:45:00,978.16,119.0,978.89,977.12,977.27,130.26467340000002,977.988750934276,0.0010438627013529267,0.0010433182555348035,6.571849449002253e-05,5.1441656046308984e-05,2.764668630425458e-05,0.0010890486780683265,0.0005695631067061718,0.00024810807752412436,0.00017802863079596464
2017-01-01 12:00:00,976.48,62.0,978.59,975.98,977.11,38.80230253,976.6136498613263,-0.0017175104277418196,-0.001718987039749744,6.536037219007467e-05,5.110740720564366e-05,2.7613318085209042e-05,0.0009155951083136764,0.0005484937216476174,0.0002457308303650412,0.00013229030344617172
2017-01-01 12:15:00,975.0,84.0,978.14,974.97,976.01,62.59478084,975.9028322074058,-0.0015156480419465934,-0.001516797798337656,6.4510741356708e-05,5.095114983324838e-05,2.7500794669190434e-05,0.0007736657338153412,0.0005233586022971223,0.0001830669305346182,0.0001378663836875642
2017-01-01 12:30:00,973.42,93.0,977.17,970.85,974.98,109.95694308,973.952369361034,-0.0016205128205128982,-0.001621827271662182,6.428938471938961e-05,5.088331849169741e-05,2.7510607768810193e-05,0.0006126372939537807,0.0003645716869175451,0.00015919703334114294,0.00013122978731547729
2017-01-01 12:45:00,973.32,73.0,974.19,971.29,972.39,81.17671321,973.0370197259265,-0.00010273057878396052,-0.00010273585593128853,6.422427726156822e-05,5.084122768119725e-05,2.749981288179295e-05,0.0006308148171509706,0.00025204849534654286,0.00013571692535332885,0.00012301845672051996
2017-01-01 13:00:00,974.5,14.0,975.25,973.98,973.98,23.08112458,974.4913535238495,0.001212345374594026,0.0012116110773616917,6.460783621391095e-05,5.092559966472219e-05,2.7562010337195616e-05,0.00040718438562817186,0.0003042550677677097,0.000156650409313186,0.00012659015343370142
2017-01-01 13:15:00,974.8,4.0,974.89,974.8,974.89,7.98513868,974.800633614693,0.00030785017957923877,0.00030780280343562546,6.484402604194412e-05,5.095940535061987e-05,2.7627966069896157e-05,0.00023113682700224658,0.0003489644239449885,0.00016737138120327566,0.00011834560102553971
2017-01-01 13:30:00,975.49,21.0,976.72,973.75,974.8,28.50685585,976.1918741025904,0.0007078375051292607,0.0007075871063165736,6.489518318647918e-05,5.106100260955529e-05,2.816854666275999e-05,0.00015990208982221096,0.0003982794569403555,0.00021229664737596688,0.000131550085987845
2017-01-01 13:45:00,976.89,35.0,978.51,975.5,977.12,22.79377897,977.4965601552776,0.0014351761678745856,0.0014341472868575338,6.517355147074986e-05,5.126445160713789e-05,2.7859528754571454e-05,-1.0235938392595982e-05,0.00047528869365859777,0.00024433238074284637,0.0001505863118917565
2017-01-01 14:00:00,976.55,16.0,978.0,976.51,976.58,21.59445707,976.9115945114845,-0.00034804328020554554,-0.0003481038613249691,6.535194951299898e-05,5.1252613573284963e-05,2.7780447579107086e-05,7.939882885487352e-05,0.0004966073561370946,0.00023513830850798944,0.00014372680799115895
2017-01-01 14:15:00,976.53,4.0,976.55,976.5,976.55,13.06911411,976.5094463713805,-2.048026214729326e-05,-2.0480471870725535e-05,6.534768274802592e-05,5.1152823388685956e-05,2.7625049027773368e-05,-0.00012194146598901261,0.0004646768682565956,0.00022586744996899887,0.0001431815469921017
2017-01-01 14:30:00,976.0,30.0,976.51,976.0,976.51,24.57090378,976.1907351783536,-0.0005427380623226341,-0.0005428853979369566,6.524917927709326e-05,5.1185206547934875e-05,2.768023773708712e-05,-9.727926394233179e-05,0.0004355851566996351,0.00023376045694013236,0.00014024437667980563
2017-01-01 14:45:00,978.45,48.0,978.49,976.0,976.0,56.59610483,977.9103461556703,0.0025102459016392853,0.0025071004971221494,6.577149188066038e-05,5.146206492074666e-05,2.7778140134929157e-05,2.4702589523280363e-05,0.0005568756337959077,0.00028836636606727363,0.00015308291429699236
2017-01-01 15:00:00,978.0,88.0,979.78,976.46,978.92,111.66181227,978.824067605599,-0.000459911083857123,-0.0004600168753973617,6.554431295647736e-05,5.1372279565513286e-05,2.754047940469143e-05,0.00012961676988597888,0.0005226059390999318,0.00027878268116316194,0.00014115734730736664
2017-01-01 15:15:00,978.0,93.0,979.79,977.08,978.16,152.03307059,979.1343042755943,0.0,0.0,6.553264211164518e-05,5.1435086273497404e-05,2.7615537221233274e-05,0.0002560165864141169,0.0005148411601148332,0.0003142186733058341,0.00013093511830523824
2017-01-01 15:30:00,979.88,44.0,979.89,978.0,978.0,45.35378519,979.5401812457828,0.0019222903885480758,0.0019204451527201028,6.619548712877662e-05,5.161419286630113e-05,2.778710159191008e-05,0.0005512059551126407,0.0005819216245333149,0.00034255334161698876,0.00013400648940528002
2017-01-01 15:45:00,981.96,131.0,982.0,979.81,979.9,150.62281176,981.0677199749897,0.002122708903131043,0.002120459139753288,6.626365674284193e-05,5.1875212298297276e-05,2.789482362246206e-05,0.0007364722047530221,0.0006836435109521007,0.00037398146045024625,0.00011796114767549448
2017-01-01 16:00:00,983.0,418.0,989.9,981.97,981.99,870.10712503,986.603264317446,0.0010591062772413729,0.00105854581987583,6.638214939747156e-05,5.2015154849757944e-05,2.801796256401183e-05,0.0007237167666292003,0.0005654505761287904,0.00041353814274491953,0.00012331164419416361
2017-01-01 16:15:00,987.17,305.0,987.38,976.24,983.0,794.08998263,981.5904061595013,0.004242115971515803,0.004233143563272168,6.712128540004502e-05,5.238803649144436e-05,2.811971221326605e-05,0.001050828496615579,0.000640982661809017,0.0005147037840585636,0.0001419966373740444
2017-01-01 16:30:00,998.93,767.0,999.0,986.14,987.08,2616.84774259,993.7663974808554,0.011912841759778026,0.011842442413022795,7.019517532191505e-05,5.362336909270197e-05,2.8766388819067846e-05,0.0019787331055077643,0.0010693175976650916,0.0007993117458150715,0.00020161613100606155
2017-01-01 16:45:00,996.29,323.0,998.2,990.12,998.2,476.00049812,993.9525486980556,-0.0026428278257735194,-0.002646326260431582,6.960296529653718e-05,5.338610420140687e-05,2.861316305147133e-05,0.001638693643233671,0.0008142288524206416,0.0007166754790421109,0.00019010995400874767
2017-01-01 17:00:00,997.01,120.0,997.04,993.37,996.23,144.87340797,995.4273160217805,0.0007226811470555372,0.0007224201387783197,6.922551505815787e-05,5.342470708415852e-05,2.8643545369079395e-05,0.0017279039765756116,0.0009036514027153467,0.0007239359568818581,0.00018395960784049463
2017-01-01 17:15:00,995.86,216.0,999.0,992.9,997.0,452.69836006,996.6593042298997,-0.0011534488119476771,-0.0011541145460045772,6.904334632643443e-05,5.330099708991988e-05,2.8544517431959726e-05,0.0016334344703977908,0.0007557465022044932,0.0006994592146943472,0.00018721093770888292
2017-01-01 17:30:00,996.6,134.0,997.49,993.41,995.8,138.83523687,995.8949613208015,0.000743076336031212,0.0007428003915007329,6.899421638035501e-05,5.337488251857825e-05,2.8252223979386687e-05,0.0017405749528509318,0.0008216478444544041,0.000692230653938259,0.00019135076650827465
2017-01-01 17:45:00,994.31,207.0,996.97,987.18,996.49,304.95072689,992.0428770878401,-0.0022978125627133306,-0.002300456585088422,6.84916667163701e-05,5.314048608632224e-05,2.801566997762711e-05,0.0013399451960000508,0.0006823238927617698,0.0006259434997339358,0.0001767674671168518
2017-01-01 18:00:00,996.99,141.0,998.5,993.68,993.75,212.46201580000002,997.0145241352816,0.0026953364644830557,0.0026917105590501,6.961790587723433e-05,5.3419127752988904e-05,2.8294182164783983e-05,0.0016025891488706727,0.00086610295937843,0.0007072983405129887,0.0001752575271391412
2017-01-01 18:15:00,998.99,113.0,998.99,993.81,996.92,224.79383372,997.3589112666393,0.0020060381749065215,0.0020040287671772507,7.012591225133712e-05,5.362788074956987e-05,2.8374281370642744e-05,0.0017695915461354436,0.0010128040662748844,0.0007680813342859683,0.0001805110358633405
2017-01-01 18:30:00,1001.2,315.0,1005.0,998.93,998.95,588.31081463,1001.1398868578137,0.002212234356700371,0.002209790969176229,7.065345622745736e-05,5.385806730885906e-05,2.8492071568465602e-05,0.0017937036975067874,0.0011724548263098182,0.0007685132566136466,0.0002052068457853167
2017-01-01 18:45:00,999.0,81.0,1001.9,998.0,1001.2,140.51106164,999.3160451981005,-0.0021973631642030478,-0.002199780909065722,6.9996639042585e-05,5.358356762245316e-05,2.8246411336214934e-05,0.0014336836934385365,0.0010850779490958833,0.0006685632222211781,0.00021647183516732352
2017-01-01 19:00:00,995.85,72.0,999.99,995.22,998.91,121.50824464,997.3296516514034,-0.003153153153153121,-0.0031581348152754387,7.225085067305977e-05,5.321623264491836e-05,2.808371865113347e-05,0.0010822936405092641,0.0009030052035693363,0.000603630135668488,0.00019323414115853484
2017-01-01 19:15:00,997.73,130.0,1001.3,995.25,995.84,265.25663760000003,998.53837302187,0.0018878345132298247,0.0018860547931810862,7.239830665123986e-05,5.3409209877169094e-05,2.8172983773074706e-05,0.0008867029096683406,0.0009687657031420637,0.0006588650635434911,0.00019037193490572483
2017-01-01 19:30:00,999.8,43.0,1001.6,998.0,998.0,84.28649113,999.4857231579938,0.00207470959077094,0.002072560353010662,7.27828033681715e-05,5.3625101580607704e-05,2.8276446754377035e-05,7.254607133399616e-05,0.001025639588420984,0.0007119595226806348,0.00021010814615078088
2017-01-01 19:45:00,999.52,30.0,1000.5,999.51,999.96,12.96478753,999.7596830028264,-0.0002800560112021788,-0.00028009523421014776,7.217258130964522e-05,5.356977764805204e-05,2.8383031600296167e-05,0.0002697319901857824,0.0009542128167098307,0.0007147507551841793,0.00020014087020104647
2017-01-01 20:00:00,1002.5,95.0,1002.5,999.5,999.5,176.80057509,1001.1118519073457,0.0029814310869218374,0.00297699543546459,7.291071266723893e-05,5.3878138416210915e-05,2.859112925040212e-05,0.00045761326490963817,0.001092758620742729,0.0007946829884398768,0.00021477973184902497
2017-01-01 20:15:00,1004.9,143.0,1004.9,1001.8,1002.5,145.01391456,1002.8891272580854,0.0023940149625933937,0.0023911538741886403,7.334400327795268e-05,5.412721694477223e-05,2.869048749866351e-05,0.0007530522999257397,0.0011932433851618693,0.0008289601267091974,0.0002356864596996456
2017-01-01 20:30:00,1001.2,135.0,1005.0,999.5,1004.9,202.34951752,1003.0726061585514,-0.0036819584038212394,-0.003688753497293828,7.235158414909997e-05,5.374471471183947e-05,2.846061620895435e-05,0.0003837561425261929,0.0010621655476886665,0.0007488753521941155,0.0002206514801630556
2017-01-01 20:45:00,1004.0,56.0,1004.8,1001.2,1003.1,165.29782413,1004.3241628713446,0.0027966440271673942,0.002792740694055351,7.286274073978821e-05,5.403213938389508e-05,2.873470899072598e-05,0.0008081892491215072,0.001074067222560883,0.0008154714281783603,0.00023188745650819977
2017-01-01 21:00:00,1005.5,67.0,1006.5,1004.4,1004.8,161.65609243,1005.1568210347779,0.0014940239043825798,0.0014929089610323419,7.287370690691396e-05,5.4189393627875756e-05,2.8557299038420113e-05,0.0007082891159533607,0.0011554391324121208,0.0008390225357559913,0.0002525876084575827
2017-01-01 21:15:00,1005.4,44.0,1005.5,1004.0,1005.0,86.55557320000001,1004.4373589364321,-9.945300845348726e-05,-9.945795423185023e-05,7.285004690723336e-05,5.427319302495628e-05,2.8583497950155184e-05,0.0005329985558359357,0.0011512950509857936,0.0008330681055502783,0.00027872580458274777
2017-01-01 21:30:00,1005.8,44.0,1006.5,1005.2,1005.2,224.05892411,1005.557886120776,0.00039785160135275,0.0003977724793895714,7.296231396592986e-05,5.434079821502188e-05,2.8138170022713923e-05,0.00038199701502038085,0.001087850356263688,0.0008348859903984664,0.0002816720321014298
2017-01-01 21:45:00,1004.6,93.0,1006.5,1004.5,1006.3,79.58209561,1005.119970581131,-0.001193080135215685,-0.0011937924219199833,7.284594863550167e-05,5.424611275275241e-05,2.8430952270025946e-05,0.0004658293889491924,0.0009497565411939685,0.0008167000260729994,0.00027660236191941645
2017-01-01 22:00:00,1004.1,82.0,1006.5,1004.1,1004.5,41.49140968,1005.2132383968934,-0.0004977105315548958,-0.0004978344305537693,7.306019596801442e-05,5.420647365628555e-05,2.8390706919091218e-05,0.0006875210876759983,0.0008849073640927351,0.0007251789701107277,0.00026739828387426667
2017-01-01 22:15:00,1004.6,38.0,1006.5,1004.1,1004.2,84.18655928,1005.144379125183,0.0004979583706801183,0.0004978344305536285,7.322874122020453e-05,5.427055149958969e-05,2.8556389569031587e-05,0.0005718360574570434,0.0007292694835627961,0.0006851260726858714,0.00026486099116500495
2017-01-01 22:30:00,1004.7,22.0,1004.7,1004.2,1004.6,21.600672600000003,1004.483772119346,9.954210631102356e-05,9.953715232430994e-05,7.350899903777341e-05,5.431933528599911e-05,2.8572339634455383e-05,0.00040741745739984736,0.00023998176436702592,0.0006546496810160236,0.0002533923249515525
2017-01-01 22:45:00,1004.6,29.0,1004.7,1004.0,1004.7,49.16052754,1004.1810192329554,-9.95321986663189e-05,-9.953715232430629e-05,7.35856658802013e-05,5.4247858187393576e-05,2.844706300892845e-05,0.00042246396422366753,0.00034609797720482906,0.0005801634148127001,0.00024238062573733192
2017-01-01 23:00:00,999.25,179.0,1005.8,997.0,1004.7,386.19382581,1000.2964572079275,-0.005325502687636874,-0.005339733724511439,7.257067066467965e-05,5.369512688144888e-05,2.8114374533676194e-05,-0.00027059679910766823,9.350823290108912e-05,0.0004985798178081827,0.0002026339921332114
2017-01-01 23:15:00,1000.0,80.0,1000.0,995.03,998.54,105.56057378,997.4868637072929,0.0007505629221915555,0.0007502813907040609,7.29722807590467e-05,5.374361178675449e-05,2.8197287986907407e-05,-0.0004073361727313832,0.00017285806359728238,0.0004643022829008525,0.00021239754542507744
2017-01-01 23:30:00,998.07,60.0,1001.6,995.08,1000.0,99.10119682,997.0024335096472,-0.0019299999999999873,-0.001931864849826405,7.308203023494767e-05,5.351794857992721e-05,2.7953667339215167e-05,-0.00026092878544243126,6.141367854198497e-05,0.00044153076149815927,0.0002022814984030207
2017-01-01 23:45:00,998.99,263.0,999.34,991.5,997.43,470.0476704,994.8858172127856,0.000921779033534742,0.0009213544561324096,7.324433659204312e-05,5.373087693418438e-05,2.7960613841677487e-05,-0.00041687763860267634,0.0001956558052595196,0.00043898984901060936,0.00021136778492012386
